empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
CGE,Parque Eolico,Coquimbo,RCA-5255,2013,Ruido,Semestral,Construccion,136,0,26.0,66208,Media,74,En Proceso,Bajo
Enel,Parque Eolico,Atacama,RCA-5300,2010,Flora y Fauna,Anual,Construccion,70,1,38.0,90066,Alta,69,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-4338,2019,Arqueologia,Mensual,Medio Ambiente,87,1,16.0,36474,Media,67,En Proceso,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-6487,2025,Calidad de Aguas,Semestral,Construccion,269,2,180.0,46949,Media,100,Completado,Bajo
Colbun,Parque Eolico,Antofagasta,RCA-4514,2017,Ruido,Trimestral,Construccion,233,1,10.0,66839,Baja,61,En Proceso,Bajo
Engie,Parque Solar,Valparaiso,RCA-1759,2017,Reforestacion,Trimestral,Construccion,277,4,37.0,83420,Baja,61,En Proceso,Bajo
AES Andes,Parque Solar,Atacama,RCA-9621,2022,Flora y Fauna,Mensual,Construccion,223,0,28.0,87818,Alta,67,En Proceso,Medio
CGE,Subestacion,Los Lagos,RCA-7793,2017,Emisiones Atmosfericas,Semestral,Construccion,229,2,,79321,Alta,97,Completado,Medio
Engie,Central Hidroelectrica,Coquimbo,RCA-3459,2012,Residuos,Anual,Operacion,117,3,25.0,52003,Media,77,En Proceso,Bajo
CGE,Parque Eolico,Los Lagos,RCA-6273,2015,Reforestacion,Mensual,Operacion,144,0,25.0,60073,Media,88,Completado,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-2718,2021,Flora y Fauna,Trimestral,Operacion,189,0,12.0,102642,Alta,70,En Proceso,Medio
Transelec,Subestacion,Biobio,RCA-6423,2021,Arqueologia,Mensual,Medio Ambiente,177,3,8.0,125526,Baja,65,En Proceso,Bajo
Transelec,Central Hidroelectrica,Metropolitana,RCA-2308,2016,Calidad de Aguas,Anual,Territorio,15,2,36.0,90224,Alta,8,Pendiente,Alto
Transelec,Linea de Transmision,Los Lagos,RCA-2050,2025,Arqueologia,Trimestral,Medio Ambiente,163,1,39.0,83607,Alta,81,Completado,Medio
Transelec,Central Hidroelectrica,Atacama,RCA-6479,2018,Flora y Fauna,Mensual,Operacion,209,1,24.0,46154,Media,84,Completado,Bajo
Transelec,Parque Solar,Los Lagos,RCA-3249,2014,Ruido,Mensual,Medio Ambiente,234,0,23.0,79924,Baja,90,Completado,Bajo
Transelec,Parque Solar,Los Lagos,RCA-3809,2018,Reforestacion,Trimestral,Territorio,30,1,37.0,32860,Baja,50,En Proceso,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-3921,2025,Calidad de Aguas,Mensual,Construccion,323,0,11.0,107844,Alta,97,Completado,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-5676,2015,Reforestacion,Trimestral,Permisos,163,2,17.0,89000,Baja,78,En Proceso,Bajo
Engie,Central Hidroelectrica,Atacama,RCA-5041,2019,Reforestacion,Anual,Operacion,282,3,28.0,73559,Alta,69,En Proceso,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-3417,2025,Calidad de Aguas,Semestral,Operacion,152,0,3.0,46048,Alta,96,Completado,Medio
CGE,Parque Eolico,Valparaiso,RCA-1532,2019,Flora y Fauna,Mensual,Territorio,270,0,2.0,79540,Alta,71,En Proceso,Medio
CGE,Subestacion,Coquimbo,RCA-9167,2019,Emisiones Atmosfericas,Anual,Construccion,87,1,29.0,37442,Alta,48,En Proceso,Medio
CGE,Linea de Transmision,Metropolitana,RCA-2469,2013,Emisiones Atmosfericas,Trimestral,Construccion,30,1,34.0,67138,Alta,31,Pendiente,Alto
Colbun,Linea de Transmision,Atacama,RCA-8292,2022,Arqueologia,Mensual,Permisos,75,2,14.0,85375,Media,44,En Proceso,Bajo
Engie,Parque Solar,Metropolitana,RCA-9961,2025,Flora y Fauna,Mensual,,41,3,33.0,57180,Alta,67,En Proceso,Medio
Colbun,Central Hidroelectrica,Los Lagos,RCA-8142,2010,Calidad de Aguas,Mensual,Territorio,137,1,18.0,73998,Alta,67,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-7000,2010,Flora y Fauna,Semestral,Construccion,130,1,29.0,133257,Alta,94,Completado,Medio
CGE,Subestacion,Metropolitana,RCA-8081,2023,Calidad de Aguas,Mensual,Territorio,119,1,2.0,30292,Alta,97,Completado,Medio
Enel,Subestacion,Antofagasta,RCA-5649,2019,Reforestacion,Mensual,Operacion,96,0,11.0,55696,Media,89,Completado,Bajo
AES Andes,Parque Solar,Metropolitana,RCA-7931,2014,Arqueologia,Semestral,Operacion,246,3,31.0,68536,Baja,68,En Proceso,Bajo
Transelec,Subestacion,Valparaiso,RCA-4424,2022,Ruido,Trimestral,Operacion,204,2,13.0,61733,Baja,89,Completado,Bajo
Transelec,Central Hidroelectrica,Valparaiso,RCA-2091,2023,Reforestacion,Semestral,,211,3,26.0,86323,Media,78,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-8849,2012,Ruido,Semestral,Operacion,121,1,34.0,88507,Media,88,Completado,Bajo
Engie,Parque Solar,Los Lagos,RCA-5654,2014,Flora y Fauna,Mensual,Territorio,223,2,10.0,76125,Alta,61,En Proceso,Medio
Enel,Linea de Transmision,Biobio,RCA-1260,2014,Calidad de Aguas,Semestral,Permisos,309,7,12.0,78405,Alta,87,Completado,Medio
Engie,Central Hidroelectrica,Metropolitana,RCA-6936,2010,Ruido,Mensual,Construccion,247,2,22.0,30071,Baja,67,En Proceso,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-5370,2023,Reforestacion,Trimestral,,296,1,31.0,86816,Media,84,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-5301,2017,Calidad de Aguas,Trimestral,Medio Ambiente,286,0,19.0,79833,Alta,69,En Proceso,Medio
Engie,Parque Solar,Antofagasta,RCA-8207,2014,Arqueologia,Mensual,Medio Ambiente,305,2,24.0,57671,Media,81,Completado,Bajo
Engie,Parque Solar,Biobio,RCA-6819,2014,Reforestacion,Anual,Territorio,321,0,25.0,115468,Media,94,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-1092,2018,Flora y Fauna,Trimestral,Permisos,176,4,35.0,73150,Alta,83,Completado,Medio
Enel,Subestacion,Biobio,RCA-6161,2017,Calidad de Aguas,Mensual,Operacion,80,1,8.0,80633,Alta,55,En Proceso,Medio
Transelec,Parque Eolico,Metropolitana,RCA-8632,2025,Flora y Fauna,Anual,Operacion,213,0,5.0,73977,Alta,90,Completado,Medio
Engie,Linea de Transmision,Atacama,RCA-7208,2022,Calidad de Aguas,Trimestral,Medio Ambiente,318,0,22.0,33734,Media,82,Completado,Bajo
Enel,Parque Eolico,Los Lagos,RCA-9556,2010,Reforestacion,Trimestral,Territorio,109,2,,49689,Media,61,En Proceso,Bajo
Enel,Parque Solar,Antofagasta,RCA-5916,2012,Emisiones Atmosfericas,Trimestral,Medio Ambiente,30,1,12.0,68084,Alta,68,En Proceso,Medio
Transelec,Subestacion,Los Lagos,RCA-4718,2021,Emisiones Atmosfericas,Semestral,Medio Ambiente,355,0,33.0,99552,Media,92,Completado,Bajo
Engie,Subestacion,Coquimbo,RCA-7125,2016,Calidad de Aguas,Mensual,Permisos,83,1,16.0,63554,Alta,53,En Proceso,Medio
Colbun,Linea de Transmision,Biobio,RCA-2924,2010,Arqueologia,Mensual,Territorio,132,4,26.0,80148,Media,71,En Proceso,Bajo
Engie,Parque Eolico,Coquimbo,RCA-4095,2010,Flora y Fauna,Trimestral,Permisos,141,2,12.0,86368,Alta,96,Completado,Medio
CGE,Parque Solar,Metropolitana,RCA-7683,2014,Residuos,Mensual,Territorio,338,0,23.0,55012,Media,68,En Proceso,Bajo
AES Andes,Subestacion,Coquimbo,RCA-6181,2018,Calidad de Aguas,Semestral,Operacion,40,1,26.0,51602,Alta,73,En Proceso,Medio
Colbun,Parque Solar,Los Lagos,RCA-3538,2015,Calidad de Aguas,Mensual,Construccion,63,2,13.0,58009,Alta,72,En Proceso,Medio
Enel,Central Hidroelectrica,Atacama,RCA-3276,2019,Emisiones Atmosfericas,Mensual,Construccion,234,1,23.0,56429,Alta,62,En Proceso,Medio
Colbun,Subestacion,Coquimbo,RCA-9194,2011,Ruido,Mensual,Territorio,128,2,31.0,47813,Alta,82,Completado,Medio
Enel,Central Hidroelectrica,Valparaiso,RCA-1910,2020,Reforestacion,Semestral,Construccion,92,2,36.0,96555,Baja,83,Completado,Bajo
Enel,Subestacion,Atacama,RCA-1306,2025,Emisiones Atmosfericas,Semestral,Medio Ambiente,341,2,27.0,89635,Alta,92,Completado,Medio
Colbun,Linea de Transmision,Biobio,RCA-7575,2018,Flora y Fauna,Mensual,Operacion,145,1,36.0,47926,Media,89,Completado,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-5231,2025,Emisiones Atmosfericas,Trimestral,Operacion,277,1,23.0,79188,Alta,97,Completado,Medio
Enel,Subestacion,Antofagasta,RCA-7028,2015,Residuos,Mensual,Construccion,55,0,38.0,66948,Media,72,En Proceso,Bajo
CGE,Linea de Transmision,Metropolitana,RCA-7658,2014,Arqueologia,Trimestral,Territorio,59,1,3.0,72006,Media,31,Pendiente,Medio
Engie,Linea de Transmision,Metropolitana,RCA-7336,2014,Reforestacion,Mensual,Medio Ambiente,341,0,30.0,75837,Media,99,Completado,Bajo
Engie,Central Hidroelectrica,Valparaiso,RCA-1872,2024,Residuos,Trimestral,Territorio,154,0,32.0,38017,Baja,81,Completado,Bajo
AES Andes,Parque Eolico,Biobio,RCA-2141,2021,Arqueologia,Trimestral,Construccion,157,0,15.0,25200,Alta,70,En Proceso,Medio
AES Andes,Parque Eolico,Los Lagos,RCA-1665,2012,Residuos,Anual,Operacion,223,0,180.0,75500,Baja,71,En Proceso,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-9400,2023,Reforestacion,Mensual,Operacion,223,3,11.0,65292,Alta,78,En Proceso,Medio
AES Andes,Linea de Transmision,Antofagasta,RCA-1951,2025,Emisiones Atmosfericas,Semestral,Territorio,346,1,2.0,69434,Alta,79,En Proceso,Medio
Colbun,Linea de Transmision,Antofagasta,RCA-5722,2015,Residuos,Trimestral,Permisos,262,1,26.0,58762,Media,68,En Proceso,Bajo
Transelec,Parque Eolico,Los Lagos,RCA-5008,2024,Emisiones Atmosfericas,Anual,Territorio,49,1,34.0,74697,Alta,72,En Proceso,Medio
Transelec,Central Hidroelectrica,Antofagasta,RCA-7655,2024,Reforestacion,Mensual,Permisos,273,1,1.0,33074,Alta,77,En Proceso,Medio
Transelec,Subestacion,Coquimbo,RCA-7190,2022,Emisiones Atmosfericas,Mensual,Territorio,315,4,11.0,75650,Alta,100,Completado,Medio
CGE,Linea de Transmision,Biobio,RCA-1771,2025,Flora y Fauna,Semestral,Permisos,164,3,5.0,11044,Media,77,En Proceso,Bajo
CGE,Parque Solar,Atacama,RCA-5030,2013,Emisiones Atmosfericas,Mensual,Permisos,282,0,26.0,56531,Alta,99,Completado,Medio
Enel,Subestacion,Atacama,RCA-8859,2022,Ruido,Mensual,Permisos,349,3,6.0,62853,Media,95,Completado,Bajo
Transelec,Subestacion,Valparaiso,RCA-1521,2021,Residuos,Mensual,Permisos,59,2,35.0,28912,Media,56,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-4355,2019,Reforestacion,Semestral,Medio Ambiente,149,2,5.0,106581,Baja,72,En Proceso,Bajo
AES Andes,Parque Eolico,Antofagasta,RCA-2400,2023,Calidad de Aguas,Mensual,Permisos,239,3,9.0,72542,Media,67,En Proceso,Bajo
Colbun,Linea de Transmision,Antofagasta,RCA-4723,2024,Calidad de Aguas,Semestral,Permisos,183,0,28.0,56037,Alta,82,Completado,Medio
AES Andes,Linea de Transmision,Metropolitana,RCA-7579,2011,Calidad de Aguas,Trimestral,Operacion,212,0,19.0,122031,Alta,72,En Proceso,Medio
Transelec,Central Hidroelectrica,Metropolitana,RCA-4247,2025,Reforestacion,Mensual,Medio Ambiente,140,0,5.0,80501,Media,66,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-2858,2022,Ruido,Trimestral,Permisos,357,0,23.0,83717,Alta,99,Completado,Medio
Transelec,Linea de Transmision,Antofagasta,RCA-5781,2012,Emisiones Atmosfericas,Mensual,Construccion,279,1,16.0,68960,Alta,61,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-5064,2018,Residuos,Trimestral,Medio Ambiente,327,1,7.0,61051,Media,62,En Proceso,Bajo
AES Andes,Linea de Transmision,Coquimbo,RCA-3398,2020,Arqueologia,Trimestral,Operacion,187,1,14.0,79710,Media,98,Completado,Bajo
CGE,Subestacion,Atacama,RCA-1142,2020,Arqueologia,Trimestral,Territorio,65,1,22.0,3600,Alta,52,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-6062,2018,Reforestacion,Mensual,Operacion,67,0,9.0,27701,Alta,36,Pendiente,Alto
Engie,Subestacion,Biobio,RCA-4469,2015,Flora y Fauna,Trimestral,Operacion,219,1,23.0,36890,Alta,63,En Proceso,Medio
Colbun,Subestacion,Los Lagos,RCA-4695,2019,Ruido,Semestral,Medio Ambiente,364,2,4.0,14667,Media,67,En Proceso,Bajo
Colbun,Parque Solar,Coquimbo,RCA-1717,2019,Residuos,Semestral,Medio Ambiente,143,2,26.0,86139,Baja,91,Completado,Bajo
Enel,Parque Solar,Antofagasta,RCA-1642,2023,Emisiones Atmosfericas,Semestral,Construccion,138,0,6.0,55229,Alta,78,En Proceso,Medio
CGE,Central Hidroelectrica,Los Lagos,RCA-3548,2018,Calidad de Aguas,Mensual,Construccion,38,2,31.0,103415,Media,41,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Biobio,RCA-9561,2013,Ruido,Semestral,Medio Ambiente,197,1,17.0,67706,Alta,69,En Proceso,Medio
Engie,Linea de Transmision,Metropolitana,RCA-4650,2020,Ruido,Mensual,Medio Ambiente,359,2,9.0,51014,Media,73,En Proceso,Bajo
Engie,Parque Eolico,Valparaiso,RCA-8549,2014,Residuos,Mensual,Medio Ambiente,324,1,27.0,69171,Alta,86,Completado,Medio
Colbun,Subestacion,Metropolitana,RCA-9978,2019,Reforestacion,Semestral,Territorio,91,1,6.0,98630,Media,80,Completado,Bajo
CGE,Central Hidroelectrica,Atacama,RCA-1949,2015,Emisiones Atmosfericas,Anual,Operacion,214,3,6.0,64593,Alta,79,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-6444,2022,Reforestacion,Trimestral,Construccion,85,3,4.0,102024,Media,33,Pendiente,Alto
CGE,Central Hidroelectrica,Antofagasta,RCA-1521,2024,Reforestacion,Mensual,Construccion,326,1,3.0,98258,Media,78,En Proceso,Bajo
Transelec,Parque Eolico,Biobio,RCA-7632,2018,Flora y Fauna,Mensual,Permisos,343,1,24.0,56501,Alta,88,Completado,Medio
CGE,Linea de Transmision,Metropolitana,RCA-7048,2022,Reforestacion,Trimestral,Territorio,194,0,18.0,58590,Media,66,En Proceso,Bajo
Transelec,Parque Solar,Antofagasta,RCA-1354,2025,Emisiones Atmosfericas,Semestral,Medio Ambiente,352,0,32.0,57207,Alta,92,Completado,Medio
Transelec,Central Hidroelectrica,Atacama,RCA-2482,2014,Flora y Fauna,Mensual,Medio Ambiente,237,0,21.0,40699,Alta,67,En Proceso,Medio
Enel,Central Hidroelectrica,Los Lagos,RCA-7994,2017,Flora y Fauna,Semestral,Territorio,173,0,29.0,33609,Media,70,En Proceso,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-3215,2020,Calidad de Aguas,Mensual,Construccion,255,2,32.0,58332,Media,92,Completado,Bajo
Colbun,Parque Eolico,Metropolitana,RCA-5716,2010,Calidad de Aguas,Semestral,Medio Ambiente,172,2,25.0,9853,Alta,84,Completado,Medio
CGE,Subestacion,Valparaiso,RCA-9619,2014,Residuos,Anual,Permisos,235,0,12.0,42320,Media,92,Completado,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-6821,2019,Emisiones Atmosfericas,Trimestral,Construccion,154,2,9.0,82566,Alta,95,Completado,Medio
CGE,Subestacion,Biobio,RCA-3537,2010,Reforestacion,Mensual,Operacion,156,2,7.0,35656,Baja,85,Completado,Bajo
AES Andes,Linea de Transmision,Valparaiso,RCA-7339,2019,Flora y Fauna,Semestral,Territorio,42,2,14.0,102427,Alta,65,En Proceso,Medio
Colbun,Parque Eolico,Metropolitana,RCA-9736,2023,Residuos,Trimestral,Construccion,301,2,20.0,85145,Baja,70,En Proceso,Bajo
AES Andes,Subestacion,Metropolitana,RCA-5919,2015,Flora y Fauna,Trimestral,Operacion,279,1,20.0,116504,Alta,89,Completado,Medio
Colbun,Parque Eolico,Biobio,RCA-8075,2016,Ruido,Trimestral,Permisos,109,3,10.0,121786,Media,92,Completado,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-4765,2021,Arqueologia,Mensual,Territorio,352,1,11.0,88688,Baja,69,En Proceso,Bajo
Colbun,Subestacion,Los Lagos,RCA-9850,2023,Arqueologia,Semestral,Medio Ambiente,356,2,39.0,55352,Media,88,Completado,Bajo
Enel,Linea de Transmision,Antofagasta,RCA-8082,2014,Flora y Fauna,Mensual,Medio Ambiente,66,1,19.0,28639,Alta,54,En Proceso,Medio
AES Andes,Linea de Transmision,Atacama,RCA-3827,2010,Residuos,Anual,Operacion,20,2,19.0,33230,Baja,31,Pendiente,Alto
Transelec,Linea de Transmision,Los Lagos,RCA-3058,2015,Calidad de Aguas,Mensual,Construccion,354,1,6.0,119141,Alta,63,En Proceso,Medio
Engie,Linea de Transmision,Los Lagos,RCA-8749,2019,Emisiones Atmosfericas,Semestral,Permisos,154,2,8.0,32711,Alta,98,Completado,Medio
Enel,Parque Solar,Valparaiso,RCA-1730,2014,Flora y Fauna,Mensual,Operacion,146,0,1.0,64639,Alta,93,Completado,Medio
CGE,Linea de Transmision,Antofagasta,RCA-2832,2015,Flora y Fauna,Mensual,Permisos,120,1,23.0,100119,Alta,81,Completado,Medio
AES Andes,Subestacion,Biobio,RCA-9600,2025,Emisiones Atmosfericas,Mensual,Permisos,316,0,37.0,48155,Alta,72,En Proceso,Medio
Transelec,Subestacion,Valparaiso,RCA-7505,2025,Reforestacion,Semestral,Permisos,69,1,,103003,Baja,65,En Proceso,Bajo
Colbun,Central Hidroelectrica,Antofagasta,RCA-8170,2020,Calidad de Aguas,Trimestral,Territorio,314,2,,68442,Alta,65,En Proceso,Medio
Transelec,Central Hidroelectrica,Metropolitana,RCA-5179,2019,Flora y Fauna,Semestral,Operacion,198,0,36.0,75503,Media,76,En Proceso,Bajo
CGE,Subestacion,Biobio,RCA-7299,2024,Ruido,Mensual,Territorio,346,1,2.0,62854,Media,85,Completado,Bajo
Engie,Subestacion,Biobio,RCA-8830,2016,Calidad de Aguas,Trimestral,Construccion,165,0,15.0,47075,Alta,83,Completado,Medio
Engie,Linea de Transmision,Valparaiso,RCA-5802,2016,Ruido,Semestral,Construccion,310,2,20.0,87407,Media,68,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Metropolitana,RCA-7057,2011,Arqueologia,Mensual,Medio Ambiente,282,2,21.0,84317,Alta,61,En Proceso,Medio
Engie,Linea de Transmision,Valparaiso,RCA-7615,2024,Emisiones Atmosfericas,Trimestral,Medio Ambiente,300,2,30.0,88516,Alta,79,En Proceso,Medio
AES Andes,Linea de Transmision,Coquimbo,RCA-7762,2021,Calidad de Aguas,Trimestral,Medio Ambiente,43,0,24.0,95413,Alta,56,En Proceso,Medio
AES Andes,Linea de Transmision,Antofagasta,RCA-6543,2012,Reforestacion,Mensual,Construccion,173,0,2.0,59400,Baja,65,En Proceso,Bajo
AES Andes,Subestacion,Coquimbo,RCA-9325,2021,Calidad de Aguas,Mensual,Permisos,72,0,38.0,84304,Alta,79,En Proceso,Medio
Colbun,Linea de Transmision,Antofagasta,RCA-5883,2025,Residuos,Trimestral,Permisos,11,0,22.0,92703,Media,26,Pendiente,Alto
Enel,Parque Eolico,Atacama,RCA-8050,2015,Residuos,Mensual,Operacion,89,1,29.0,80481,Baja,53,En Proceso,Bajo
AES Andes,Linea de Transmision,Los Lagos,RCA-5959,2012,Emisiones Atmosfericas,Semestral,Construccion,203,0,14.0,59954,Alta,74,En Proceso,Medio
AES Andes,Parque Solar,Biobio,RCA-1666,2011,Reforestacion,Anual,Medio Ambiente,136,1,5.0,79188,Alta,92,Completado,Medio
Enel,Linea de Transmision,Valparaiso,RCA-1276,2013,Calidad de Aguas,Trimestral,Construccion,80,5,24.0,20367,Media,71,En Proceso,Medio
Transelec,Linea de Transmision,Atacama,RCA-1881,2014,Arqueologia,Trimestral,Permisos,254,1,26.0,79714,Media,69,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Atacama,RCA-3060,2020,Reforestacion,Mensual,,351,1,2.0,42475,Alta,80,Completado,Medio
Colbun,Linea de Transmision,Biobio,RCA-3082,2019,Flora y Fauna,Semestral,Territorio,213,1,34.0,70765,Alta,65,En Proceso,Medio
Engie,Parque Eolico,Biobio,RCA-7702,2018,Emisiones Atmosfericas,Mensual,Territorio,88,0,23.0,59831,Media,59,En Proceso,Bajo
Engie,Parque Solar,Antofagasta,RCA-1158,2012,Reforestacion,Trimestral,Operacion,227,0,35.0,71512,Baja,82,Completado,Bajo
CGE,Linea de Transmision,Coquimbo,RCA-6229,2012,Emisiones Atmosfericas,Anual,Construccion,257,1,15.0,31486,Alta,95,Completado,Medio
CGE,Central Hidroelectrica,Metropolitana,RCA-8956,2015,Reforestacion,Trimestral,Territorio,35,2,3.0,87931,Media,75,En Proceso,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-8514,2014,Residuos,Semestral,Territorio,359,1,12.0,93068,Baja,62,En Proceso,Bajo
Engie,Central Hidroelectrica,Metropolitana,RCA-8803,2015,Arqueologia,Trimestral,Construccion,205,1,38.0,45855,Media,85,Completado,Bajo
Colbun,Linea de Transmision,Atacama,RCA-3526,2016,Emisiones Atmosfericas,Mensual,,56,1,17.0,36246,Alta,63,En Proceso,Medio
Enel,Central Hidroelectrica,Metropolitana,RCA-9302,2020,Arqueologia,Semestral,Operacion,76,1,38.0,47539,Media,59,En Proceso,Bajo
CGE,Linea de Transmision,Coquimbo,RCA-8803,2025,Emisiones Atmosfericas,Mensual,Operacion,25,1,27.0,88853,Media,17,Pendiente,Alto
Enel,Parque Solar,Antofagasta,RCA-7574,2012,Residuos,Semestral,Operacion,20,3,19.0,68640,Alta,16,Pendiente,Alto
Colbun,Parque Eolico,Biobio,RCA-9733,2024,Flora y Fauna,Mensual,Territorio,20,1,21.0,65184,Alta,44,En Proceso,Medio
Engie,Central Hidroelectrica,Coquimbo,RCA-2138,2022,Residuos,Semestral,Permisos,179,1,24.0,66545,Media,80,Completado,Bajo
AES Andes,Central Hidroelectrica,Los Lagos,RCA-8257,2014,Emisiones Atmosfericas,Mensual,Operacion,316,1,24.0,53525,Alta,83,Completado,Medio
Enel,Parque Eolico,Coquimbo,RCA-4283,2017,Arqueologia,Trimestral,Construccion,342,2,19.0,78611,Baja,63,En Proceso,Bajo
Engie,Central Hidroelectrica,Los Lagos,RCA-8762,2025,Ruido,Trimestral,Operacion,82,1,31.0,108182,Alta,78,En Proceso,Medio
Engie,Linea de Transmision,Antofagasta,RCA-8896,2013,Residuos,Trimestral,Medio Ambiente,244,0,20.0,47934,Baja,84,Completado,Bajo
Transelec,Linea de Transmision,Biobio,RCA-3419,2019,Arqueologia,Mensual,Permisos,41,2,15.0,85903,Baja,53,En Proceso,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-2756,2011,Reforestacion,Trimestral,Medio Ambiente,236,2,35.0,68944,Baja,86,Completado,Bajo
AES Andes,Subestacion,Los Lagos,RCA-3306,2013,Reforestacion,Mensual,Permisos,217,1,35.0,68740,Media,90,Completado,Bajo
Enel,Subestacion,Biobio,RCA-8630,2011,Residuos,Trimestral,Construccion,197,2,33.0,104742,Baja,94,Completado,Bajo
Engie,Parque Solar,Valparaiso,RCA-7263,2012,Emisiones Atmosfericas,Mensual,Territorio,64,1,18.0,95052,Alta,49,En Proceso,Medio
AES Andes,Linea de Transmision,Valparaiso,RCA-6008,2013,Reforestacion,Trimestral,Territorio,193,0,17.0,70513,Media,75,En Proceso,Bajo
Colbun,Parque Solar,Valparaiso,RCA-6247,2013,Arqueologia,Mensual,Permisos,271,0,8.0,93520,Media,90,Completado,Bajo
Transelec,Linea de Transmision,Metropolitana,RCA-9914,2019,Flora y Fauna,Anual,Operacion,130,1,20.0,27349,Alta,66,En Proceso,Medio
Engie,Subestacion,Coquimbo,RCA-3570,2018,Arqueologia,Trimestral,Medio Ambiente,207,0,11.0,15399,Media,77,En Proceso,Bajo
CGE,Parque Solar,Antofagasta,RCA-6807,2025,Reforestacion,Mensual,Construccion,326,1,30.0,52725,Media,67,En Proceso,Bajo
CGE,Parque Eolico,Antofagasta,RCA-8812,2019,Reforestacion,Trimestral,Operacion,36,1,27.0,45160,Media,56,En Proceso,Bajo
Transelec,Parque Eolico,Metropolitana,RCA-1324,2015,Calidad de Aguas,Semestral,Territorio,316,1,39.0,64260,Alta,73,En Proceso,Medio
Colbun,Parque Solar,Antofagasta,RCA-8487,2018,Ruido,Mensual,Operacion,265,1,14.0,98834,Baja,77,En Proceso,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-6645,2013,Emisiones Atmosfericas,Trimestral,,350,1,15.0,65080,Alta,60,En Proceso,Medio
Enel,Parque Solar,Valparaiso,RCA-2945,2018,Arqueologia,Trimestral,Territorio,98,0,12.0,93801,Media,90,Completado,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-5486,2020,Reforestacion,Mensual,Permisos,332,2,20.0,93243,Baja,79,En Proceso,Bajo
Colbun,Subestacion,Antofagasta,RCA-3430,2022,Emisiones Atmosfericas,Semestral,Construccion,104,0,17.0,26541,Alta,65,En Proceso,Medio
Enel,Subestacion,Antofagasta,RCA-4510,2018,Residuos,Mensual,Construccion,289,0,26.0,88294,Media,60,En Proceso,Bajo
CGE,Linea de Transmision,Atacama,RCA-1845,2015,Residuos,Mensual,Territorio,319,3,14.0,99983,Alta,78,En Proceso,Medio
CGE,Linea de Transmision,Atacama,RCA-1567,2014,Arqueologia,Semestral,Permisos,29,3,25.0,101722,Alta,38,Pendiente,Alto
Enel,Central Hidroelectrica,Atacama,RCA-3179,2012,Calidad de Aguas,Trimestral,Medio Ambiente,357,0,26.0,68367,Media,86,Completado,Bajo
Transelec,Central Hidroelectrica,Coquimbo,RCA-3019,2023,Reforestacion,Semestral,Construccion,361,2,25.0,73109,Alta,75,En Proceso,Medio
